County,Jurisdiction,Year,Population
Orange,La Palma,1983," 15,400 "
Orange,Laguna Beach,1983," 18,100 "
Orange,Laguna Hills,1983, -   
Orange,Laguna Niguel,1983, -   
Orange,Laguna Woods,1983, -   
Orange,Lake Forest,1983, -   
Orange,Lake Forest         ,1983, -   
Orange,Los Alamitos,1983," 11,550 "
Orange,Mission Viejo,1983, -   
Orange,Newport Beach,1983," 64,900 "
Orange,Orange,1983," 97,200 "
Orange,Placentia,1983," 37,100 "
Orange,Rancho Santa Margarita,1983, -   
Orange,San Clemente,1983," 29,100 "
Orange,San Juan Capistrano ,1983," 21,150 "
Orange,Santa Ana,1983," 233,500 "
Orange,Seal Beach,1983," 25,600 "
Orange,Stanton,1983," 26,650 "
Orange,Tustin,1983," 40,250 "
Orange,Unincorporated Orange,1983," 282,200 "
Orange,Villa Park,1983," 6,975 "
Orange,Westminister,1983," 73,700 "
Orange,Yorba Linda,1983," 31,900 "
Placer,Auburn,1983," 8,225 "
Placer,Colfax,1983," 1,080 "
Placer,Lincoln,1983," 4,690 "
Placer,Loomis,1983, -   
Placer,Rocklin,1983," 8,725 "
Placer,Roseville,1983," 26,450 "
Placer,Unincorporated Placer,1983," 79,300 "
Plumas,Portola,1983," 1,970 "
Plumas,Unincorporated Plumas,1983," 16,150 "
Riverside,Banning,1983," 15,150 "
Riverside,Beaumont,1983," 7,475 "
Riverside,Blythe,1983," 7,150 "
Riverside,Calimesa,1983, -   
Riverside,Canyon Lake,1983, -   
Riverside,Cathedral City,1983," 12,450 "
Riverside,Coachella,1983," 11,850 "
Riverside,Corona,1983," 41,750 "
Riverside,Desert Hot Springs,1983," 7,475 "
Riverside,Eastvale,1983, -   
Riverside,Hemet,1983," 25,600 "
Riverside,Indian Wells,1983," 1,780 "
Riverside,Indio,1983," 25,400 "
Riverside,Jurupa Valley,1983, -   
Riverside,La Quinta,1983," 5,625 "
Riverside,Lake Elsinore,1983," 8,525 "
Riverside,Menifee,1983, -   
Riverside,Moreno Valley,1983, -   
Riverside,Murietta,1983, -   
Riverside,Norco,1983," 20,650 "
Riverside,Palm Desert,1983," 14,650 "
Riverside,Palm Springs,1983," 33,050 "
Riverside,Perris,1983," 8,275 "
Riverside,Rancho Mirage,1983," 7,100 "
Riverside,Riverside,1983," 178,100 "
Riverside,San Jacinto,1983," 8,450 "
Riverside,Temecula,1983, -   
Riverside,Unincorporated Riverside,1983," 300,200 "
Riverside,Wildomar,1983, -   
Sacramento,Citrus Heights,1983, -   
Sacramento,Elk Grove,1983, -   
Sacramento,Folsom,1983," 13,350 "
Sacramento,Galt,1983," 6,275 "
Sacramento,Isleton,1983, 920 
Sacramento,Rancho Cordova,1983, -   
Sacramento,Sacramento,1983," 302,300 "
Sacramento,Unincorporated Sacramento,1983," 519,600 "
San Benito,Hollister,1983," 13,450 "
San Benito,San Juan Bautista,1983," 1,280 "
San Benito,Unincorporated San Benito,1983," 12,450 "
San Bernardino,Adelanto,1983," 3,310 "
San Bernardino,Apple Valley,1983, -   
San Bernardino,Barstow,1983," 18,550 "
San Bernardino,Big Bear Lake,1983," 5,000 "
San Bernardino,Chino,1983," 44,000 "
San Bernardino,Chino Hills,1983, -   
San Bernardino,Colton,1983," 22,600 "
San Bernardino,Fontana,1983," 43,850 "
San Bernardino,Grand Terrace,1983," 9,300 "
San Bernardino,Hesperia,1983, -   
San Bernardino,Highland,1983, -   
San Bernardino,Loma Linda,1983," 11,500 "
San Bernardino,Montclair,1983," 24,950 "
San Bernardino,Needles,1983," 4,130 "
San Bernardino,Ontario,1983," 100,600 "
San Bernardino,Rancho Cucamonga,1983," 55,100 "
San Bernardino,Redlands,1983," 47,200 "
San Bernardino,Rialto,1983," 43,200 "
San Bernardino,San Bernardino,1983," 130,300 "
San Bernardino,Twentynine Palms,1983, -   
San Bernardino,Unincorporated San Bernardino,1983," 347,700 "
San Bernardino,Upland,1983," 50,400 "
San Bernardino,Victorville,1983," 17,150 "
San Bernardino,Yucaipa,1983, -   
San Bernardino,Yucca Valley,1983, -   
San Diego,Carlsbad,1983," 38,600 "
San Diego,Chula Vista,1983," 88,800 "
San Diego,Coronado,1983," 20,450 "
San Diego,Del Mar,1983," 4,940 "
San Diego,El Cajon,1983," 78,900 "
San Diego,Encinitas,1983, -   
San Diego,Escondido,1983," 72,500 "
San Diego,Imperial Beach,1983," 23,350 "
San Diego,La Mesa,1983," 52,600 "
San Diego,Lemon Grove,1983," 21,900 "
San Diego,National City,1983," 52,700 "
San Diego,Oceanside,1983," 84,900 "
San Diego,Poway,1983," 34,650 "
San Diego,San Diego,1983," 923,500 "
San Diego,San Marcos,1983," 19,300 "
San Diego,Santee,1983," 44,450 "
San Diego,Solana Beach,1983, -   
San Diego,Unincorporated San Diego,1983," 379,100 "
San Diego,Vista,1983," 41,250 "
San Francisco,San Francisco,1983," 699,800 "
San Joaquin,Escalon,1983," 3,390 "
San Joaquin,Lathrop,1983, -   
San Joaquin,Lodi,1983," 38,350 "
San Joaquin,Manteca,1983," 27,550 "
San Joaquin,Ripon,1983," 3,960 "
San Joaquin,Stockton,1983," 167,900 "
San Joaquin,Tracy,1983," 20,500 "
San Joaquin,Unincorporated San Joaquin,1983," 119,000 "
San Luis Obispo,Arroyo Grande,1983," 12,000 "
San Luis Obispo,Atascadero,1983," 17,650 "
San Luis Obispo,El Paso De Robles,1983," 11,200 "
San Luis Obispo,Grover City,1983," 9,300 "
San Luis Obispo,Morro Bay,1983," 9,300 "
San Luis Obispo,Pismo Beach,1983," 5,600 "
San Luis Obispo,San Luis Obispo,1983," 35,800 "
San Luis Obispo,Unincorporated San Luis Obispo,1983," 67,500 "
San Mateo,Atherton,1983," 7,650 "
San Mateo,Belmont,1983," 24,350 "
San Mateo,Brisbane,1983," 2,980 "
San Mateo,Burlingame,1983," 26,500 "
San Mateo,Colma,1983, 840 
San Mateo,Daly City,1983," 81,600 "
San Mateo,East Palo Alto,1983, -   
San Mateo,Foster City,1983," 23,650 "
San Mateo,Half Moon Bay,1983," 7,275 "
San Mateo,Hillsborough,1983," 10,600 "
San Mateo,Menlo Park,1983," 26,450 "
San Mateo,Millbrae,1983," 20,150 "
San Mateo,Pacifica,1983," 36,650 "
San Mateo,Portola Valley,1983," 3,990 "
San Mateo,Redwood City,1983," 57,000 "
San Mateo,San Bruno,1983," 35,700 "
San Mateo,San Carlos,1983," 25,250 "
San Mateo,San Mateo,1983," 79,800 "
San Mateo,South San Francisco,1983," 51,200 "
San Mateo,Unincorporated San Mateo,1983," 72,800 "
San Mateo,Woodside,1983," 5,175 "
Santa Barbara,Buellton            ,1983, -   
Santa Barbara,Carpinteria,1983," 11,300 "
Santa Barbara,Goleta,1983, -   
Santa Barbara,Guadalupe,1983," 4,070 "
Santa Barbara,Lompoc,1983," 29,300 "
Santa Barbara,Santa Barbara,1983," 77,900 "
Santa Barbara,Santa Maria,1983," 45,300 "
Santa Barbara,Solvang,1983, -   
Santa Barbara,Unincorporated Santa Barbara,1983," 150,100 "
Santa Clara,Campbell,1983," 33,300 "
Santa Clara,Cupertino,1983," 37,750 "
Santa Clara,Gilroy,1983," 24,800 "
Santa Clara,Los Altos,1983," 26,500 "
Santa Clara,Los Altos Hills,1983," 7,450 "
Santa Clara,Los Gatos,1983," 27,200 "
Santa Clara,Milpitas,1983," 41,100 "
Santa Clara,Monte Sereno,1983," 3,400 "
Santa Clara,Morgan Hill,1983," 18,250 "
Santa Clara,Mountain View,1983," 61,800 "
Santa Clara,Palo Alto,1983," 55,700 "
Santa Clara,San Jose,1983," 680,900 "
Santa Clara,Santa Clara,1983," 88,700 "
Santa Clara,Saratoga,1983," 29,300 "
Santa Clara,Sunnyvale,1983," 108,800 "
Santa Clara,Unincorporated Santa Clara,1983," 110,500 "
Santa Cruz,Capitola,1983," 9,325 "
Santa Cruz,Santa Cruz,1983," 42,700 "
Santa Cruz,Scotts Valley,1983," 7,075 "
Santa Cruz,Unincorporated Santa Cruz,1983," 114,300 "
Santa Cruz,Watsonville,1983," 24,800 "
Shasta,Anderson,1983," 7,275 "
Shasta,Redding,1983," 45,850 "
Shasta,Shasta Lake         ,1983, -   
Shasta,Unincorporated Shasta,1983," 69,400 "
Sierra,Loyalton,1983," 1,060 "
Sierra,Unincorporated Sierra,1983," 2,190 "
Siskiyou,Dorris,1983, 860 
Siskiyou,Dunsmuir,1983," 2,070 "
Siskiyou,Etna,1983, 760 
Siskiyou,Fort Jones,1983, 530 
Siskiyou,Montague,1983," 1,370 "
Siskiyou,Mt. Shasta,1983," 2,800 "
Siskiyou,Tulelake,1983, 860 
Siskiyou,Unincorporated Siskiyou,1983," 22,450 "
Siskiyou,Weed,1983," 2,970 "
Siskiyou,Yreka,1983," 6,550 "
Solano,Benicia,1983," 18,100 "
Solano,Dixon,1983," 8,775 "
Solano,Fairfield,1983," 62,300 "
Solano,Rio Vista,1983," 3,300 "
Solano,Suisun City,1983," 13,100 "
Solano,Unincorporated Solano,1983," 17,800 "
Solano,Vacaville,1983," 47,450 "
Solano,Vallejo,1983," 87,600 "
Sonoma,Cloverdale,1983," 4,260 "
Sonoma,Cotati,1983," 3,930 "
Sonoma,Healdsburg,1983," 7,725 "
Sonoma,Petaluma,1983," 35,800 "
Sonoma,Rohnert Park,1983," 26,300 "
Sonoma,Santa Rosa,1983," 88,000 "
Sonoma,Sebastopol,1983," 6,025 "
Sonoma,Sonoma,1983," 6,625 "
Sonoma,Unincorporated Sonoma,1983," 139,100 "
Sonoma,Windsor             ,1983, -   
Stanislaus,Ceres,1983," 16,250 "
Stanislaus,Hughson,1983," 2,930 "
Stanislaus,Modesto,1983," 119,300 "
Stanislaus,Newman,1983," 3,320 "
Stanislaus,Oakdale,1983," 9,150 "
Stanislaus,Patterson,1983," 4,370 "
Stanislaus,Riverbank,1983," 6,125 "
Stanislaus,Turlock,1983," 30,050 "
Stanislaus,Unincorporated Stanislaus,1983," 90,600 "
Stanislaus,Waterford,1983," 3,080 "
Sutter,Live Oak,1983," 3,750 "
Sutter,Unincorporated Sutter,1983," 31,850 "
Sutter,Yuba,1983," 20,500 "
Tehama,Corning,1983," 5,025 "
Tehama,Red Bluff,1983," 10,400 "
Tehama,Tehama,1983, 380 
Tehama,Unincorporated Tehama,1983," 25,900 "
Trinity,Unincorporated Trinity,1983," 12,350 "
Tulare,Dinuba,1983," 10,650 "
Tulare,Exeter,1983," 5,925 "
Tulare,Farmersville,1983," 5,925 "
Tulare,Lindsay,1983," 7,450 "
Tulare,Porterville,1983," 22,750 "
Tulare,Tulare,1983," 24,850 "
Tulare,Unincorporated Tulare,1983," 126,200 "
Tulare,Visalia,1983," 55,500 "
Tulare,Woodlake,1983," 4,690 "
Tuolumne,Sonora,1983," 3,830 "
Tuolumne,Unincorporated Tuolumne,1983," 33,150 "
Ventura,Camarillo,1983," 41,650 "
Ventura,Fillmore,1983," 10,200 "
Ventura,Moorpark,1983, -   
Ventura,Ojai,1983," 7,250 "
Ventura,Oxnard,1983," 122,700 "
Ventura,Port Hueneme,1983," 18,750 "
Ventura,San Buenaventura,1983," 82,300 "
Ventura,Santa Paula,1983," 22,000 "
Ventura,Simi Valley,1983," 82,000 "
Ventura,Thousand Oaks,1983," 91,400 "
Ventura,Unincorporated Ventura,1983," 87,800 "
Yolo,Davis,1983," 38,100 "
Yolo,Unincorporated Yolo,1983," 45,350 "
Yolo,West Sacramento,1983, -   
Yolo,Winters,1983," 2,970 "
Yolo,Woodland,1983," 31,800 "
Yuba,Marysville,1983," 10,400 "
Yuba,Unincorporated Yuba,1983," 39,550 "
Yuba,Wheatland,1983," 1,520 "
Alameda,Alameda,1984," 70,100 "
Alameda,Albany,1984," 15,400 "
Alameda,Berkeley,1984," 104,600 "
Alameda,Dublin,1984," 14,500 "
Alameda,Emeryville,1984," 3,950 "
Alameda,Fremont,1984," 143,000 "
Alameda,Hayward,1984," 101,100 "
Alameda,Livermore,1984," 51,000 "
Alameda,Newark,1984," 34,850 "
Alameda,Oakland,1984," 357,800 "
Alameda,Piedmont,1984," 10,550 "
Alameda,Pleasanton,1984," 36,600 "
Alameda,San Leandro,1984," 66,500 "
Alameda,Unincorporated Alameda,1984," 113,400 "
Alameda,Union City,1984," 47,050 "
Alpine,Unincorporated Alpine,1984," 1,080 "
Amador,Amador,1984, 140 
Amador,Ione,1984," 2,310 "
Amador,Jackson,1984," 2,530 "
Amador,Plymouth,1984, 640 
Amador,Sutter Creek,1984," 1,570 "
Amador,Unincorporated Amador,1984," 13,900 "
Butte,Biggs,1984," 1,440 "
Butte,Chico,1984," 30,050 "
Butte,Gridley,1984," 4,300 "
Butte,Oroville,1984," 10,300 "
Butte,Paradise,1984," 23,300 "
Butte,Unincorporated Butte,1984," 87,200 "
Calaveras,Angels,1984," 2,070 "
Calaveras,Unincorporated Calaveras,1984," 21,750 "
Colusa,Colusa,1984," 4,160 "
Colusa,Unincorporated Colusa,1984," 8,025 "
Colusa,Williams,1984," 1,850 "
Contra Costa,Antioch,1984," 46,350 "
Contra Costa,Brentwood,1984," 5,325 "
Contra Costa,Clayton,1984," 4,590 "
Contra Costa,Concord,1984," 105,100 "
Contra Costa,Danville,1984," 27,500 "
Contra Costa,El Cerrito,1984," 23,150 "
Contra Costa,Hercules,1984," 7,150 "
Contra Costa,Lafayette,1984," 22,650 "
Contra Costa,Martinez,1984," 25,550 "
Contra Costa,Moraga,1984," 14,700 "
Contra Costa,Oakley,1984, -   
Contra Costa,Orinda,1984, -   
Contra Costa,Pinole,1984," 14,650 "
Contra Costa,Pittsburg,1984," 39,300 "
Contra Costa,Pleasant Hill,1984," 27,100 "
Contra Costa,Richmond,1984," 78,000 "
Contra Costa,San Pablo,1984," 22,450 "
Contra Costa,San Ramon,1984," 23,150 "
Contra Costa,Unincorporated Contra Costa,1984," 151,400 "
Contra Costa,Walnut Creek,1984," 56,100 "
Del Norte,Crescent City,1984," 3,630 "
Del Norte,Unincorporated Del Norte,1984," 15,200 "
El Dorado,Placerville,1984," 7,125 "
El Dorado,South Lake Taho,1984," 20,650 "
El Dorado,Unincorporated El Dorado,1984," 66,500 "
Fresno,Clovis,1984," 37,600 "
Fresno,Coalinga,1984," 6,975 "
Fresno,Firebaugh,1984," 4,020 "
Fresno,Fowler,1984," 2,650 "
Fresno,Fresno,1984," 274,300 "
Fresno,Huron,1984," 3,730 "
Fresno,Kerman,1984," 4,200 "
Fresno,Kingsburg,1984," 5,750 "
Fresno,Mendota,1984," 6,650 "
Fresno,Orange Cove,1984," 4,650 "
Fresno,Parlier,1984," 5,850 "
Fresno,Reedley,1984," 12,900 "
Fresno,San Joaquin,1984," 2,130 "
Fresno,Sanger,1984," 13,800 "
Fresno,Selma,1984," 12,350 "
Fresno,Unincorporated Fresno,1984," 166,100 "
Glenn,Orland,1984," 4,540 "
Glenn,Unincorporated Glenn,1984," 12,900 "
Glenn,Willows,1984," 5,225 "
Humboldt,Arcata,1984," 13,650 "
Humboldt,Blue Lake,1984," 1,190 "
Humboldt,Eureka,1984," 25,050 "
Humboldt,Ferndale,1984," 1,400 "
Humboldt,Fortuna,1984," 7,775 "
Humboldt,Rio Dell,1984," 2,750 "
Humboldt,Trinidad,1984, 390 
Humboldt,Unincorporated Humboldt,1984," 57,700 "
Imperial,Brawley,1984," 16,750 "
Imperial,Calexico,1984," 15,600 "
Imperial,Calipatria,1984," 2,540 "
Imperial,El Centro,1984," 26,300 "
Imperial,Holtville,1984," 4,460 "
Imperial,Imperial,1984," 3,400 "
Imperial,Unincorporated Imperial,1984," 26,200 "
Imperial,Westmorland,1984," 1,470 "
Inyo,Bishop,1984," 3,360 "
Inyo,Unincorporated Inyo,1984," 14,900 "
Kern,Arvin,1984," 7,575 "
Kern,Bakersfield,1984," 131,600 "
Kern,California City,1984," 2,930 "
Kern,Delano,1984," 19,000 "
Kern,Maricopa,1984," 1,160 "
Kern,Mc Farland,1984," 6,225 "
Kern,Ridgecrest,1984," 21,200 "
Kern,Shafter,1984," 7,600 "
Kern,Taft,1984," 5,800 "
Kern,Tehachapi,1984," 4,250 "
Kern,Unincorporated Kern,1984," 234,900 "
Kern,Wasco,1984," 11,100 "
Kings,Avenal,1984," 4,420 "
Kings,Corcoran,1984," 6,975 "
Kings,Hanford,1984," 23,650 "
Kings,Lemoore,1984," 10,550 "
Kings,Unincorporated Kings,1984," 35,450 "
Lake,Clearlake,1984," 10,000 "
Lake,Lakeport,1984," 3,860 "
Lake,Unincorporated Lake,1984," 28,900 "
Lassen,Susanville,1984," 6,825 "
Lassen,Unincorporated Lassen,1984," 17,000 "
Los Angeles,Agoura Hills,1984," 15,850 "
Los Angeles,Alhambra,1984," 72,100 "
Los Angeles,Arcadia,1984," 47,400 "
Los Angeles,Artesia,1984," 14,700 "
Los Angeles,Avalon,1984," 2,510 "
Los Angeles,Azusa,1984," 34,150 "
Los Angeles,Baldwin Park,1984," 59,000 "
Los Angeles,Bell,1984," 29,400 "
Los Angeles,Bell Gardens,1984," 39,050 "
Los Angeles,Bellflower,1984," 57,000 "
Los Angeles,Beverly Hills,1984," 32,900 "
Los Angeles,Bradbury,1984, 820 
Los Angeles,Burbank,1984," 87,900 "
Los Angeles,Calabasas,1984, -   
Los Angeles,Carson,1984," 84,000 "
Los Angeles,Cerritos,1984," 54,000 "
Los Angeles,Claremont,1984," 32,850 "
Los Angeles,Commerce,1984," 11,800 "
Los Angeles,Compton,1984," 87,100 "
Los Angeles,Covina,1984," 39,350 "
Los Angeles,Cudahy,1984," 20,350 "
Los Angeles,Culver City,1984," 38,650 "
Los Angeles,Diamond Bar,1984, -   
Los Angeles,Downey,1984," 85,900 "
Los Angeles,Duarte,1984," 19,400 "
Los Angeles,El Monte,1984," 93,700 "
Los Angeles,El Segundo,1984," 14,250 "
Los Angeles,Gardena,1984," 47,550 "
Los Angeles,Glendale,1984," 150,100 "
Los Angeles,Glendora,1984," 40,400 "
Los Angeles,Hawaiian Gardens,1984," 12,000 "
Los Angeles,Hawthorne,1984," 60,000 "
Los Angeles,Hermosa Beach,1984," 18,200 "
Los Angeles,Hidden Hills,1984," 1,750 "
Los Angeles,Huntington Park,1984," 50,800 "
Los Angeles,Industry,1984, 540 
Los Angeles,Inglewood,1984," 102,000 "
Los Angeles,Irwindale,1984, 980 
Los Angeles,La Canada Flintridge,1984," 19,900 "
Los Angeles,La Habra Heights,1984," 5,350 "
Los Angeles,La Mirada,1984," 40,400 "
Los Angeles,La Puente,1984," 33,200 "
Los Angeles,La Verne,1984," 25,700 "
Los Angeles,Lakewood,1984," 74,700 "
Los Angeles,Lancaster,1984," 56,900 "
Los Angeles,Lawndale,1984," 25,050 "
Los Angeles,Lomita,1984," 19,450 "
Los Angeles,Long Beach,1984," 383,000 "
Los Angeles,Los Angeles,1984," 3,158,400 "
Los Angeles,Lynwood,1984," 55,000 "
Los Angeles,Malibu,1984, -   
Los Angeles,Manhattan Beach,1984," 32,700 "
Los Angeles,Maywood,1984," 24,850 "
Los Angeles,Monrovia,1984," 32,600 "
Los Angeles,Montebello,1984," 56,200 "
Los Angeles,Monterey Park,1984," 59,200 "
Los Angeles,Norwalk,1984," 87,800 "
Los Angeles,Palmdale,1984," 19,600 "
Los Angeles,Palos Verdes Estates,1984," 14,150 "
Los Angeles,Paramount,1984," 40,600 "
Los Angeles,Pasadena,1984," 125,500 "
Los Angeles,Pico Rivera,1984," 56,500 "
Los Angeles,Pomona,1984," 109,200 "
Los Angeles,Rancho Palos Verdes,1984," 43,150 "
Los Angeles,Redondo Beach,1984," 60,600 "
Los Angeles,Rolling Hills,1984," 2,010 "
Los Angeles,Rolling Hills Estates,1984," 7,750 "
Los Angeles,Rosemead,1984," 46,900 "
Los Angeles,San Dimas,1984," 26,700 "
Los Angeles,San Fernando,1984," 19,750 "
Los Angeles,San Gabriel,1984," 32,450 "
Los Angeles,San Marino,1984," 13,500 "
Los Angeles,Santa Clarita,1984, -   
Los Angeles,Santa Fe Springs,1984," 14,700 "
Los Angeles,Santa Monica,1984," 90,300 "
Los Angeles,Sierra Madre,1984," 10,700 "
Los Angeles,Signal Hill,1984," 7,500 "
Los Angeles,South El Monte,1984," 18,950 "
Los Angeles,South Gate,1984," 77,200 "
Los Angeles,South Pasadena,1984," 23,500 "
Los Angeles,Temple City,1984," 30,700 "
Los Angeles,Torrance,1984," 133,100 "
Los Angeles,Unincorporated Los Angeles,1984," 1,027,700 "
Los Angeles,Vernon,1984, 110 
Los Angeles,Walnut,1984," 15,250 "
Los Angeles,West Covina,1984," 90,000 "
Los Angeles,West Hollywood,1984, -   
Los Angeles,Westlake Village,1984," 6,275 "
Los Angeles,Whittier,1984," 71,700 "
Madera,Chowchilla,1984," 5,650 "
Madera,Madera,1984," 25,200 "
Madera,Unincorporated Madera,1984," 41,050 "
Marin,Belvedere,1984," 2,270 "
Marin,Corte Madera,1984," 8,275 "
Marin,Fairfax,1984," 7,350 "
Marin,Larkspur,1984," 11,300 "
Marin,Mill Valley,1984," 12,600 "
Marin,Novato,1984," 44,150 "
Marin,Ross,1984," 2,520 "
Marin,San Anselmo,1984," 11,850 "
Marin,San Rafael,1984," 45,000 "
Marin,Sausalito,1984," 7,400 "
Marin,Tiburon,1984," 6,375 "
Marin,Unincorporated Marin,1984," 63,300 "
Mariposa,Unincorporated Mariposa,1984," 11,950 "
Mendocino,Fort Bragg,1984," 5,525 "
Mendocino,Point Arena,1984, 430 
Mendocino,Ukiah,1984," 13,050 "
Mendocino,Unincorporated Mendocino,1984," 47,850 "
Mendocino,Willits,1984," 4,450 "
Merced,Atwater,1984," 18,900 "
Merced,Dos Palos,1984," 3,480 "
Merced,Gustine,1984," 3,380 "
Merced,Livingston,1984," 5,875 "
Merced,Los Banos,1984," 11,450 "
Merced,Merced,1984," 44,250 "
Merced,Unincorporated Merced,1984," 63,000 "
Modoc,Alturas,1984," 3,290 "
Modoc,Unincorporated Modoc,1984," 6,175 "
Mono,Mammoth Lakes,1984, -   
Mono,Unincorporated Mono,1984," 9,000 "
Monterey,Carmel-by-the-Sea,1984," 4,510 "
Monterey,Del Rey Oaks,1984," 1,500 "
Monterey,Gonzales,1984," 3,450 "
Monterey,Greenfield,1984," 4,830 "
Monterey,King City,1984," 6,425 "
Monterey,Marina,1984," 25,750 "
Monterey,Monterey,1984," 29,150 "
Monterey,Pacific Grove,1984," 16,000 "
Monterey,Salinas,1984," 91,100 "
Monterey,Sand City,1984, 180 
Monterey,Seaside,1984," 37,100 "
Monterey,Soledad,1984," 6,275 "
Monterey,Unincorporated Monterey,1984," 92,100 "
Napa,American Canyon     ,1984, -   
Napa,Calistoga,1984," 4,060 "
Napa,Napa,1984," 54,400 "
Napa,St. Helena,1984," 5,050 "
Napa,Unincorporated Napa,1984," 35,300 "
Napa,Yountville,1984," 3,040 "
Nevada,Grass Valley,1984," 7,450 "
Nevada,Nevada City,1984," 2,470 "
Nevada,Truckee             ,1984, -   
Nevada,Unincorporated Nevada,1984," 51,400 "
Orange,Aliso Viejo,1984, -   
Orange,Anaheim,1984," 239,900 "
Orange,Brea,1984," 31,600 "
Orange,Buena Park,1984," 66,000 "
Orange,Costa Mesa,1984," 86,500 "
Orange,Cypress,1984," 41,900 "
Orange,Dana Point,1984, -   
Orange,Fountain Valley,1984," 54,200 "
Orange,Fullerton,1984," 108,400 "
Orange,Garden Grove,1984," 132,700 "
Orange,Huntington Beach,1984," 176,300 "
Orange,Irvine,1984," 79,400 "
Orange,La Habra,1984," 48,300 "
Orange,La Palma,1984," 15,700 "
Orange,Laguna Beach,1984," 17,950 "
Orange,Laguna Hills,1984, -   
Orange,Laguna Niguel,1984, -   
Orange,Laguna Woods,1984, -   
Orange,Lake Forest,1984, -   
Orange,Lake Forest         ,1984, -   
Orange,Los Alamitos,1984," 11,300 "
Orange,Mission Viejo,1984, -   
Orange,Newport Beach,1984," 64,900 "
Orange,Orange,1984," 98,700 "
Orange,Placentia,1984," 37,200 "
Orange,Rancho Santa Margarita,1984, -   
Orange,San Clemente,1984," 29,700 "
Orange,San Juan Capistrano ,1984," 21,800 "
Orange,Santa Ana,1984," 243,100 "
Orange,Seal Beach,1984," 25,600 "
Orange,Stanton,1984," 27,100 "
Orange,Tustin,1984," 40,850 "
Orange,Unincorporated Orange,1984," 288,800 "
Orange,Villa Park,1984," 6,875 "
Orange,Westminister,1984," 74,600 "
Orange,Yorba Linda,1984," 33,750 "
Placer,Auburn,1984," 8,475 "
Placer,Colfax,1984," 1,110 "
Placer,Lincoln,1984," 5,175 "
Placer,Loomis,1984, -   
Placer,Rocklin,1984," 9,250 "
Placer,Roseville,1984," 27,400 "
Placer,Unincorporated Placer,1984," 80,600 "
Plumas,Portola,1984," 1,940 "
Plumas,Unincorporated Plumas,1984," 16,150 "
Riverside,Banning,1984," 15,500 "
Riverside,Beaumont,1984," 7,475 "
Riverside,Blythe,1984," 7,525 "
Riverside,Calimesa,1984, -   
Riverside,Canyon Lake,1984, -   
Riverside,Cathedral City,1984," 14,100 "
Riverside,Coachella,1984," 12,800 "
Riverside,Corona,1984," 43,400 "
Riverside,Desert Hot Springs,1984," 7,775 "
Riverside,Eastvale,1984, -   
Riverside,Hemet,1984," 26,650 "
Riverside,Indian Wells,1984," 1,840 "
Riverside,Indio,1984," 26,800 "
Riverside,Jurupa Valley,1984, -   
Riverside,La Quinta,1984," 6,425 "
Riverside,Lake Elsinore,1984," 9,325 "
Riverside,Menifee,1984, -   
Riverside,Moreno Valley,1984, -   
Riverside,Murietta,1984, -   
Riverside,Norco,1984," 21,300 "
Riverside,Palm Desert,1984," 15,650 "
Riverside,Palm Springs,1984," 33,300 "
Riverside,Perris,1984," 9,250 "
Riverside,Rancho Mirage,1984," 7,425 "
Riverside,Riverside,1984," 183,900 "
Riverside,San Jacinto,1984," 9,075 "
Riverside,Temecula,1984, -   
Riverside,Unincorporated Riverside,1984," 315,000 "
Riverside,Wildomar,1984, -   
Sacramento,Citrus Heights,1984, -   
Sacramento,Elk Grove,1984, -   
Sacramento,Folsom,1984," 14,450 "
Sacramento,Galt,1984," 6,325 "
Sacramento,Isleton,1984, 890 
Sacramento,Rancho Cordova,1984, -   
Sacramento,Sacramento,1984," 311,700 "
Sacramento,Unincorporated Sacramento,1984," 528,000 "
San Benito,Hollister,1984," 14,100 "
San Benito,San Juan Bautista,1984," 1,300 "
San Benito,Unincorporated San Benito,1984," 12,650 "
San Bernardino,Adelanto,1984," 3,980 "
San Bernardino,Apple Valley,1984, -   
San Bernardino,Barstow,1984," 18,850 "
San Bernardino,Big Bear Lake,1984," 5,375 "
San Bernardino,Chino,1984," 45,900 "
San Bernardino,Chino Hills,1984, -   
San Bernardino,Colton,1984," 23,400 "
San Bernardino,Fontana,1984," 45,000 "
San Bernardino,Grand Terrace,1984," 9,525 "
San Bernardino,Hesperia,1984, -   
San Bernardino,Highland,1984, -   
San Bernardino,Loma Linda,1984," 11,800 "
San Bernardino,Montclair,1984," 25,200 "
San Bernardino,Needles,1984," 4,160 "
San Bernardino,Ontario,1984," 105,000 "
San Bernardino,Rancho Cucamonga,1984," 55,400 "
San Bernardino,Redlands,1984," 48,100 "
San Bernardino,Rialto,1984," 44,400 "
San Bernardino,San Bernardino,1984," 132,900 "
San Bernardino,Twentynine Palms,1984, -   
San Bernardino,Unincorporated San Bernardino,1984," 359,000 "
San Bernardino,Upland,1984," 51,600 "
San Bernardino,Victorville,1984," 18,300 "
San Bernardino,Yucaipa,1984, -   
San Bernardino,Yucca Valley,1984, -   
San Diego,Carlsbad,1984," 39,650 "
San Diego,Chula Vista,1984," 90,100 "
San Diego,Coronado,1984," 20,300 "
San Diego,Del Mar,1984," 4,990 "
San Diego,El Cajon,1984," 80,300 "
San Diego,Encinitas,1984, -   
San Diego,Escondido,1984," 74,400 "
