County,Jurisdiction,Year,Population
Riverside,Canyon Lake,1992," 10,434 "
Riverside,Cathedral City,1992," 34,245 "
Riverside,Coachella,1992," 18,007 "
Riverside,Corona,1992," 86,850 "
Riverside,Desert Hot Springs,1992," 13,360 "
Riverside,Eastvale,1992, -   
Riverside,Hemet,1992," 49,027 "
Riverside,Indian Wells,1992," 2,892 "
Riverside,Indio,1992," 40,355 "
Riverside,Jurupa Valley,1992, -   
Riverside,La Quinta,1992," 14,403 "
Riverside,Lake Elsinore,1992," 21,605 "
Riverside,Menifee,1992, -   
Riverside,Moreno Valley,1992," 129,968 "
Riverside,Murietta,1992," 24,334 "
Riverside,Norco,1992," 23,275 "
Riverside,Palm Desert,1992," 25,035 "
Riverside,Palm Springs,1992," 41,123 "
Riverside,Perris,1992," 27,556 "
Riverside,Rancho Mirage,1992," 10,527 "
Riverside,Riverside,1992," 233,555 "
Riverside,San Jacinto,1992," 20,093 "
Riverside,Temecula,1992," 31,622 "
Riverside,Unincorporated Riverside,1992," 366,096 "
Riverside,Wildomar,1992, -   
Sacramento,Citrus Heights,1992, -   
Sacramento,Elk Grove,1992, -   
Sacramento,Folsom,1992," 35,837 "
Sacramento,Galt,1992," 11,125 "
Sacramento,Isleton,1992, 836 
Sacramento,Rancho Cordova,1992, -   
Sacramento,Sacramento,1992," 380,586 "
Sacramento,Unincorporated Sacramento,1992," 659,968 "
San Benito,Hollister,1992," 21,314 "
San Benito,San Juan Bautista,1992," 1,570 "
San Benito,Unincorporated San Benito,1992," 15,996 "
San Bernardino,Adelanto,1992," 8,433 "
San Bernardino,Apple Valley,1992," 50,278 "
San Bernardino,Barstow,1992," 21,531 "
San Bernardino,Big Bear Lake,1992," 5,415 "
San Bernardino,Chino,1992," 60,319 "
San Bernardino,Chino Hills,1992," 43,814 "
San Bernardino,Colton,1992," 42,017 "
San Bernardino,Fontana,1992," 98,982 "
San Bernardino,Grand Terrace,1992," 12,644 "
San Bernardino,Hesperia,1992," 55,704 "
San Bernardino,Highland,1992," 36,995 "
San Bernardino,Loma Linda,1992," 19,347 "
San Bernardino,Montclair,1992," 29,698 "
San Bernardino,Needles,1992," 5,296 "
San Bernardino,Ontario,1992," 139,516 "
San Bernardino,Rancho Cucamonga,1992," 110,329 "
San Bernardino,Redlands,1992," 63,611 "
San Bernardino,Rialto,1992," 78,486 "
San Bernardino,San Bernardino,1992," 176,814 "
San Bernardino,Twentynine Palms,1992," 12,841 "
San Bernardino,Unincorporated San Bernardino,1992," 279,056 "
San Bernardino,Upland,1992," 65,240 "
San Bernardino,Victorville,1992," 48,084 "
San Bernardino,Yucaipa,1992," 35,544 "
San Bernardino,Yucca Valley,1992," 16,481 "
San Diego,Carlsbad,1992," 64,758 "
San Diego,Chula Vista,1992," 141,108 "
San Diego,Coronado,1992," 26,574 "
San Diego,Del Mar,1992," 4,788 "
San Diego,El Cajon,1992," 89,821 "
San Diego,Encinitas,1992," 55,612 "
San Diego,Escondido,1992," 113,452 "
San Diego,Imperial Beach,1992," 26,631 "
San Diego,La Mesa,1992," 53,060 "
San Diego,Lemon Grove,1992," 24,400 "
San Diego,National City,1992," 58,322 "
San Diego,Oceanside,1992," 137,675 "
San Diego,Poway,1992," 44,871 "
San Diego,San Diego,1992," 1,132,597 "
San Diego,San Marcos,1992," 42,689 "
San Diego,Santee,1992," 52,650 "
San Diego,Solana Beach,1992," 12,887 "
San Diego,Unincorporated San Diego,1992," 414,308 "
San Diego,Vista,1992," 76,246 "
San Francisco,San Francisco,1992," 728,487 "
San Joaquin,Escalon,1992," 4,900 "
San Joaquin,Lathrop,1992," 7,063 "
San Joaquin,Lodi,1992," 52,634 "
San Joaquin,Manteca,1992," 41,800 "
San Joaquin,Ripon,1992," 8,097 "
San Joaquin,Stockton,1992," 219,795 "
San Joaquin,Tracy,1992," 38,006 "
San Joaquin,Unincorporated San Joaquin,1992," 126,321 "
San Luis Obispo,Arroyo Grande,1992," 14,496 "
San Luis Obispo,Atascadero,1992," 23,484 "
San Luis Obispo,El Paso De Robles,1992," 20,364 "
San Luis Obispo,Grover City,1992," 11,892 "
San Luis Obispo,Morro Bay,1992," 9,791 "
San Luis Obispo,Pismo Beach,1992," 7,670 "
San Luis Obispo,San Luis Obispo,1992," 42,645 "
San Luis Obispo,Unincorporated San Luis Obispo,1992," 91,611 "
San Mateo,Atherton,1992," 7,055 "
San Mateo,Belmont,1992," 24,267 "
San Mateo,Brisbane,1992," 2,924 "
San Mateo,Burlingame,1992," 26,722 "
San Mateo,Colma,1992," 1,116 "
San Mateo,Daly City,1992," 95,100 "
San Mateo,East Palo Alto,1992," 24,789 "
San Mateo,Foster City,1992," 27,990 "
San Mateo,Half Moon Bay,1992," 9,855 "
San Mateo,Hillsborough,1992," 10,600 "
San Mateo,Menlo Park,1992," 28,723 "
San Mateo,Millbrae,1992," 20,423 "
San Mateo,Pacifica,1992," 37,626 "
San Mateo,Portola Valley,1992," 4,141 "
San Mateo,Redwood City,1992," 67,437 "
San Mateo,San Bruno,1992," 38,848 "
San Mateo,San Carlos,1992," 26,392 "
San Mateo,San Mateo,1992," 86,306 "
San Mateo,South San Francisco,1992," 54,902 "
San Mateo,Unincorporated San Mateo,1992," 57,742 "
San Mateo,Woodside,1992," 5,022 "
Santa Barbara,Buellton            ,1992, -   
Santa Barbara,Carpinteria,1992," 13,904 "
Santa Barbara,Goleta,1992, -   
Santa Barbara,Guadalupe,1992," 5,501 "
Santa Barbara,Lompoc,1992," 39,121 "
Santa Barbara,Santa Barbara,1992," 86,666 "
Santa Barbara,Santa Maria,1992," 64,970 "
Santa Barbara,Solvang,1992," 4,841 "
Santa Barbara,Unincorporated Santa Barbara,1992," 161,682 "
Santa Clara,Campbell,1992," 35,927 "
Santa Clara,Cupertino,1992," 40,614 "
Santa Clara,Gilroy,1992," 32,044 "
Santa Clara,Los Altos,1992," 26,530 "
Santa Clara,Los Altos Hills,1992," 7,488 "
Santa Clara,Los Gatos,1992," 27,342 "
Santa Clara,Milpitas,1992," 53,833 "
Santa Clara,Monte Sereno,1992," 3,256 "
Santa Clara,Morgan Hill,1992," 25,045 "
Santa Clara,Mountain View,1992," 67,754 "
Santa Clara,Palo Alto,1992," 55,724 "
Santa Clara,San Jose,1992," 796,540 "
Santa Clara,Santa Clara,1992," 94,583 "
Santa Clara,Saratoga,1992," 27,728 "
Santa Clara,Sunnyvale,1992," 120,079 "
Santa Clara,Unincorporated Santa Clara,1992," 104,666 "
Santa Cruz,Capitola,1992," 10,096 "
Santa Cruz,Santa Cruz,1992," 50,301 "
Santa Cruz,Scotts Valley,1992," 9,242 "
Santa Cruz,Unincorporated Santa Cruz,1992," 129,859 "
Santa Cruz,Watsonville,1992," 33,093 "
Shasta,Anderson,1992," 8,553 "
Shasta,Redding,1992," 72,091 "
Shasta,Shasta Lake         ,1992, -   
Shasta,Unincorporated Shasta,1992," 74,482 "
Sierra,Loyalton,1992, 900 
Sierra,Unincorporated Sierra,1992," 2,445 "
Siskiyou,Dorris,1992, 915 
Siskiyou,Dunsmuir,1992," 2,167 "
Siskiyou,Etna,1992, 833 
Siskiyou,Fort Jones,1992, 662 
Siskiyou,Montague,1992," 1,433 "
Siskiyou,Mt. Shasta,1992," 3,536 "
Siskiyou,Tulelake,1992," 1,047 "
Siskiyou,Unincorporated Siskiyou,1992," 23,350 "
Siskiyou,Weed,1992," 3,128 "
Siskiyou,Yreka,1992," 7,074 "
Solano,Benicia,1992," 25,783 "
Solano,Dixon,1992," 11,536 "
Solano,Fairfield,1992," 84,176 "
Solano,Rio Vista,1992," 3,517 "
Solano,Suisun City,1992," 23,200 "
Solano,Unincorporated Solano,1992," 19,610 "
Solano,Vacaville,1992," 77,097 "
Solano,Vallejo,1992," 114,256 "
Sonoma,Cloverdale,1992," 5,269 "
Sonoma,Cotati,1992," 6,015 "
Sonoma,Healdsburg,1992," 9,637 "
Sonoma,Petaluma,1992," 44,339 "
Sonoma,Rohnert Park,1992," 38,162 "
Sonoma,Santa Rosa,1992," 119,557 "
Sonoma,Sebastopol,1992," 7,148 "
Sonoma,Sonoma,1992," 8,326 "
Sonoma,Unincorporated Sonoma,1992," 164,382 "
Sonoma,Windsor             ,1992, -   
Stanislaus,Ceres,1992," 28,678 "
Stanislaus,Hughson,1992," 3,430 "
Stanislaus,Modesto,1992," 173,456 "
Stanislaus,Newman,1992," 4,963 "
Stanislaus,Oakdale,1992," 13,098 "
Stanislaus,Patterson,1992," 9,304 "
Stanislaus,Riverbank,1992," 10,917 "
Stanislaus,Turlock,1992," 45,651 "
Stanislaus,Unincorporated Stanislaus,1992," 97,708 "
Stanislaus,Waterford,1992," 5,522 "
Sutter,Live Oak,1992," 4,842 "
Sutter,Unincorporated Sutter,1992," 33,575 "
Sutter,Yuba,1992," 30,180 "
Tehama,Corning,1992," 6,222 "
Tehama,Red Bluff,1992," 12,727 "
Tehama,Tehama,1992, 397 
Tehama,Unincorporated Tehama,1992," 32,838 "
Trinity,Unincorporated Trinity,1992," 13,173 "
Tulare,Dinuba,1992," 13,583 "
Tulare,Exeter,1992," 7,654 "
Tulare,Farmersville,1992," 6,717 "
Tulare,Lindsay,1992," 8,781 "
Tulare,Porterville,1992," 31,611 "
Tulare,Tulare,1992," 36,420 "
Tulare,Unincorporated Tulare,1992," 135,227 "
Tulare,Visalia,1992," 81,941 "
Tulare,Woodlake,1992," 6,062 "
Tuolumne,Sonora,1992," 4,250 "
Tuolumne,Unincorporated Tuolumne,1992," 46,506 "
Ventura,Camarillo,1992," 53,946 "
Ventura,Fillmore,1992," 12,426 "
Ventura,Moorpark,1992," 26,321 "
Ventura,Ojai,1992," 7,644 "
Ventura,Oxnard,1992," 147,560 "
Ventura,Port Hueneme,1992," 19,584 "
Ventura,San Buenaventura,1992," 93,356 "
Ventura,Santa Paula,1992," 25,944 "
Ventura,Simi Valley,1992," 100,844 "
Ventura,Thousand Oaks,1992," 105,257 "
Ventura,Unincorporated Ventura,1992," 88,750 "
Yolo,Davis,1992," 48,876 "
Yolo,Unincorporated Yolo,1992," 21,451 "
Yolo,West Sacramento,1992," 30,054 "
Yolo,Winters,1992," 4,936 "
Yolo,Woodland,1992," 41,895 "
Yuba,Marysville,1992," 12,574 "
Yuba,Unincorporated Yuba,1992," 46,310 "
Yuba,Wheatland,1992," 1,844 "
Alameda,Alameda,1993," 77,142 "
Alameda,Albany,1993," 16,742 "
Alameda,Berkeley,1993," 101,980 "
Alameda,Dublin,1993," 24,493 "
Alameda,Emeryville,1993," 6,007 "
Alameda,Fremont,1993," 179,760 "
Alameda,Hayward,1993," 123,002 "
Alameda,Livermore,1993," 60,811 "
Alameda,Newark,1993," 38,413 "
Alameda,Oakland,1993," 377,678 "
Alameda,Piedmont,1993," 10,734 "
Alameda,Pleasanton,1993," 53,048 "
Alameda,San Leandro,1993," 71,182 "
Alameda,Unincorporated Alameda,1993," 121,203 "
Alameda,Union City,1993," 55,932 "
Alpine,Unincorporated Alpine,1993," 1,131 "
Amador,Amador,1993, 198 
Amador,Ione,1993," 7,185 "
Amador,Jackson,1993," 3,787 "
Amador,Plymouth,1993, 864 
Amador,Sutter Creek,1993," 2,001 "
Amador,Unincorporated Amador,1993," 18,500 "
Butte,Biggs,1993," 1,643 "
Butte,Chico,1993," 45,973 "
Butte,Gridley,1993," 4,801 "
Butte,Oroville,1993," 12,255 "
Butte,Paradise,1993," 25,885 "
Butte,Unincorporated Butte,1993," 101,201 "
Calaveras,Angels,1993," 2,734 "
Calaveras,Unincorporated Calaveras,1993," 33,598 "
Colusa,Colusa,1993," 5,053 "
Colusa,Unincorporated Colusa,1993," 9,188 "
Colusa,Williams,1993," 2,910 "
Contra Costa,Antioch,1993," 70,185 "
Contra Costa,Brentwood,1993," 9,227 "
Contra Costa,Clayton,1993," 8,096 "
Contra Costa,Concord,1993," 113,496 "
Contra Costa,Danville,1993," 33,907 "
Contra Costa,El Cerrito,1993," 22,905 "
Contra Costa,Hercules,1993," 18,318 "
Contra Costa,Lafayette,1993," 23,266 "
